ano,mes,conjunto,codigo,num_consumidores,dec,fec,
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,MARECHALTHAUMATURGO, 726, 29, 0.8, 1.0, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,MARECHALTHAUMATURGO, 726, 29, 0.8, 1.0, 
,2003,8,PLCIDODECASTRO, 727, 2.51, 4.1, 3.1, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,MARECHALTHAUMATURGO, 726, 29, 0.8, 1.0, 
,2003,8,PLCIDODECASTRO, 727, 2.51, 4.1, 3.1, 
,2003,8,PORTOACRE, 727, 36, 3.3, 7.0, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,MARECHALTHAUMATURGO, 726, 29, 0.8, 1.0, 
,2003,8,PLCIDODECASTRO, 727, 2.51, 4.1, 3.1, 
,2003,8,PORTOACRE, 727, 36, 3.3, 7.0, 
,2003,8,PORTOWALTER, 727, 38, 4.3, 2.0, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,MARECHALTHAUMATURGO, 726, 29, 0.8, 1.0, 
,2003,8,PLCIDODECASTRO, 727, 2.51, 4.1, 3.1, 
,2003,8,PORTOACRE, 727, 36, 3.3, 7.0, 
,2003,8,PORTOWALTER, 727, 38, 4.3, 2.0, 
,2003,8,RIOBRANCO, 130, 63.33, 1.9, 3.2, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,MARECHALTHAUMATURGO, 726, 29, 0.8, 1.0, 
,2003,8,PLCIDODECASTRO, 727, 2.51, 4.1, 3.1, 
,2003,8,PORTOACRE, 727, 36, 3.3, 7.0, 
,2003,8,PORTOWALTER, 727, 38, 4.3, 2.0, 
,2003,8,RIOBRANCO, 130, 63.33, 1.9, 3.2, 
,2003,8,RIOBRANCORURAL, 727, 9.72, 3.5, 4.0, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,MARECHALTHAUMATURGO, 726, 29, 0.8, 1.0, 
,2003,8,PLCIDODECASTRO, 727, 2.51, 4.1, 3.1, 
,2003,8,PORTOACRE, 727, 36, 3.3, 7.0, 
,2003,8,PORTOWALTER, 727, 38, 4.3, 2.0, 
,2003,8,RIOBRANCO, 130, 63.33, 1.9, 3.2, 
,2003,8,RIOBRANCORURAL, 727, 9.72, 3.5, 4.0, 
,2003,8,RODRIGUESALVES, 727, 89, 2.7, 2.0, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,MARECHALTHAUMATURGO, 726, 29, 0.8, 1.0, 
,2003,8,PLCIDODECASTRO, 727, 2.51, 4.1, 3.1, 
,2003,8,PORTOACRE, 727, 36, 3.3, 7.0, 
,2003,8,PORTOWALTER, 727, 38, 4.3, 2.0, 
,2003,8,RIOBRANCO, 130, 63.33, 1.9, 3.2, 
,2003,8,RIOBRANCORURAL, 727, 9.72, 3.5, 4.0, 
,2003,8,RODRIGUESALVES, 727, 89, 2.7, 2.0, 
,2003,8,SENAMADUREIRA, 727, 4.84, 0.1, 1.0, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,MARECHALTHAUMATURGO, 726, 29, 0.8, 1.0, 
,2003,8,PLCIDODECASTRO, 727, 2.51, 4.1, 3.1, 
,2003,8,PORTOACRE, 727, 36, 3.3, 7.0, 
,2003,8,PORTOWALTER, 727, 38, 4.3, 2.0, 
,2003,8,RIOBRANCO, 130, 63.33, 1.9, 3.2, 
,2003,8,RIOBRANCORURAL, 727, 9.72, 3.5, 4.0, 
,2003,8,RODRIGUESALVES, 727, 89, 2.7, 2.0, 
,2003,8,SENAMADUREIRA, 727, 4.84, 0.1, 1.0, 
,2003,8,SENADORGUIOMARDDOSSANTOS, 727, 3.35, 0.6, 0.2, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,MARECHALTHAUMATURGO, 726, 29, 0.8, 1.0, 
,2003,8,PLCIDODECASTRO, 727, 2.51, 4.1, 3.1, 
,2003,8,PORTOACRE, 727, 36, 3.3, 7.0, 
,2003,8,PORTOWALTER, 727, 38, 4.3, 2.0, 
,2003,8,RIOBRANCO, 130, 63.33, 1.9, 3.2, 
,2003,8,RIOBRANCORURAL, 727, 9.72, 3.5, 4.0, 
,2003,8,RODRIGUESALVES, 727, 89, 2.7, 2.0, 
,2003,8,SENAMADUREIRA, 727, 4.84, 0.1, 1.0, 
,2003,8,SENADORGUIOMARDDOSSANTOS, 727, 3.35, 0.6, 0.2, 
,2003,8,TARAUAC, 727, 3.36, 1.2, 3.8, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,MARECHALTHAUMATURGO, 726, 29, 0.8, 1.0, 
,2003,8,PLCIDODECASTRO, 727, 2.51, 4.1, 3.1, 
,2003,8,PORTOACRE, 727, 36, 3.3, 7.0, 
,2003,8,PORTOWALTER, 727, 38, 4.3, 2.0, 
,2003,8,RIOBRANCO, 130, 63.33, 1.9, 3.2, 
,2003,8,RIOBRANCORURAL, 727, 9.72, 3.5, 4.0, 
,2003,8,RODRIGUESALVES, 727, 89, 2.7, 2.0, 
,2003,8,SENAMADUREIRA, 727, 4.84, 0.1, 1.0, 
,2003,8,SENADORGUIOMARDDOSSANTOS, 727, 3.35, 0.6, 0.2, 
,2003,8,TARAUAC, 727, 3.36, 1.2, 3.8, 
,2003,8,TARAUACRURAL, 727, 32, 1.2, 3.8, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,MARECHALTHAUMATURGO, 726, 29, 0.8, 1.0, 
,2003,8,PLCIDODECASTRO, 727, 2.51, 4.1, 3.1, 
,2003,8,PORTOACRE, 727, 36, 3.3, 7.0, 
,2003,8,PORTOWALTER, 727, 38, 4.3, 2.0, 
,2003,8,RIOBRANCO, 130, 63.33, 1.9, 3.2, 
,2003,8,RIOBRANCORURAL, 727, 9.72, 3.5, 4.0, 
,2003,8,RODRIGUESALVES, 727, 89, 2.7, 2.0, 
,2003,8,SENAMADUREIRA, 727, 4.84, 0.1, 1.0, 
,2003,8,SENADORGUIOMARDDOSSANTOS, 727, 3.35, 0.6, 0.2, 
,2003,8,TARAUAC, 727, 3.36, 1.2, 3.8, 
,2003,8,TARAUACRURAL, 727, 32, 1.2, 3.8, 
,2003,8,VILACAMPINAS, 727, 71, 3.5, 5.8, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,MARECHALTHAUMATURGO, 726, 29, 0.8, 1.0, 
,2003,8,PLCIDODECASTRO, 727, 2.51, 4.1, 3.1, 
,2003,8,PORTOACRE, 727, 36, 3.3, 7.0, 
,2003,8,PORTOWALTER, 727, 38, 4.3, 2.0, 
,2003,8,RIOBRANCO, 130, 63.33, 1.9, 3.2, 
,2003,8,RIOBRANCORURAL, 727, 9.72, 3.5, 4.0, 
,2003,8,RODRIGUESALVES, 727, 89, 2.7, 2.0, 
,2003,8,SENAMADUREIRA, 727, 4.84, 0.1, 1.0, 
,2003,8,SENADORGUIOMARDDOSSANTOS, 727, 3.35, 0.6, 0.2, 
,2003,8,TARAUAC, 727, 3.36, 1.2, 3.8, 
,2003,8,TARAUACRURAL, 727, 32, 1.2, 3.8, 
,2003,8,VILACAMPINAS, 727, 71, 3.5, 5.8, 
,2003,8,VILASANTAROSA, 728, 21, 0.5, 1.0, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,MARECHALTHAUMATURGO, 726, 29, 0.8, 1.0, 
,2003,8,PLCIDODECASTRO, 727, 2.51, 4.1, 3.1, 
,2003,8,PORTOACRE, 727, 36, 3.3, 7.0, 
,2003,8,PORTOWALTER, 727, 38, 4.3, 2.0, 
,2003,8,RIOBRANCO, 130, 63.33, 1.9, 3.2, 
,2003,8,RIOBRANCORURAL, 727, 9.72, 3.5, 4.0, 
,2003,8,RODRIGUESALVES, 727, 89, 2.7, 2.0, 
,2003,8,SENAMADUREIRA, 727, 4.84, 0.1, 1.0, 
,2003,8,SENADORGUIOMARDDOSSANTOS, 727, 3.35, 0.6, 0.2, 
,2003,8,TARAUAC, 727, 3.36, 1.2, 3.8, 
,2003,8,TARAUACRURAL, 727, 32, 1.2, 3.8, 
,2003,8,VILACAMPINAS, 727, 71, 3.5, 5.8, 
,2003,8,VILASANTAROSA, 728, 21, 0.5, 1.0, 
,2003,8,XAPURI, 728, 2.49, 0.2, 2.2, 
,2003,8,ACRELNDIA, 725, 1.77, 4.0, 3.0, 
,2003,8,ASSISBRASIL, 726, 71, 0.6, 1.0, 
,2003,8,BRASILIAEPITACIOLNDIA, 726, 4.65, 1.6, 2.0, 
,2003,8,BRASILIARURAL, 726, 46, 1.6, 2.0, 
,2003,8,CAPIXABA, 726, 64, 0.0, 1.0, 
,2003,8,CRUZEIRODOSUL, 596, 13.59, 7.0, 3.6, 
,2003,8,CRUZEIRODOSULRURAL, 726, 1.19, 3.8, 4.1, 
,2003,8,FEIJ, 726, 3.07, 1.9, 2.0, 
,2003,8,JORDO, 726, 22, 0.5, 1.0, 
,2003,8,MNCIOLIMA, 726, 1.73, 4.4, 5.3, 
,2003,8,MANUELURBANO, 726, 83, 0.7, 1.0, 
,2003,8,MARECHALTHAUMATURGO, 726, 29, 0.8, 1.0, 
,2003,8,PLCIDODECASTRO, 727, 2.51, 4.1, 3.1, 
,2003,8,PORTOACRE, 727, 36, 3.3, 7.0, 
,2003,8,PORTOWALTER, 727, 38, 4.3, 2.0, 
,2003,8,RIOBRANCO, 130, 63.33, 1.9, 3.2, 
,2003,8,RIOBRANCORURAL, 727, 9.72, 3.5, 4.0, 
,2003,8,RODRIGUESALVES, 727, 89, 2.7, 2.0, 
,2003,8,SENAMADUREIRA, 727, 4.84, 0.1, 1.0, 
,2003,8,SENADORGUIOMARDDOSSANTOS, 727, 3.35, 0.6, 0.2, 
,2003,8,TARAUAC, 727, 3.36, 1.2, 3.8, 
,2003,8,TARAUACRURAL, 727, 32, 1.2, 3.8, 
,2003,8,VILACAMPINAS, 727, 71, 3.5, 5.8, 
,2003,8,VILASANTAROSA, 728, 21, 0.5, 1.0, 
,2003,8,XAPURI, 728, 2.49, 0.2, 2.2, 
,2003,8,XAPURIRURAL, 728, 16, 0.2, 2.1, 
,2003,9,ACRELNDIA, 725, 1.77, 1.7, 4.0, 
,2003,9,ACRELNDIA, 725, 1.77, 1.7, 4.0, 
,2003,9,ASSISBRASIL, 726, 71, 1.5, 1.0, 
,2003,9,ACRELNDIA, 725, 1.77, 1.7, 4.0, 
,2003,9,ASSISBRASIL, 726, 71, 1.5, 1.0, 
,2003,9,BRASILIAEPITACIOLNDIA, 726, 4.65, 0.5, 1.8, 
,2003,9,ACRELNDIA, 725, 1.77, 1.7, 4.0, 
,2003,9,ASSISBRASIL, 726, 71, 1.5, 1.0, 
,2003,9,BRASILIAEPITACIOLNDIA, 726, 4.65, 0.5, 1.8, 
,2003,9,BRASILIARURAL, 726, 46, 0.5, 1.4, 
,2003,9,ACRELNDIA, 725, 1.77, 1.7, 4.0, 
,2003,9,ASSISBRASIL, 726, 71, 1.5, 1.0, 
,2003,9,BRASILIAEPITACIOLNDIA, 726, 4.65, 0.5, 1.8, 
,2003,9,BRASILIARURAL, 726, 46, 0.5, 1.4, 
,2003,9,CAPIXABA, 726, 64, 0.6, 3.0, 
,2003,9,ACRELNDIA, 725, 1.77, 1.7, 4.0, 
,2003,9,ASSISBRASIL, 726, 71, 1.5, 1.0, 
,2003,9,BRASILIAEPITACIOLNDIA, 726, 4.65, 0.5, 1.8, 
,2003,9,BRASILIARURAL, 726, 46, 0.5, 1.4, 
,2003,9,CAPIXABA, 726, 64, 0.6, 3.0, 
,2003,9,CRUZEIRODOSUL, 596, 13.59, 1.2, 2.6, 
,2003,9,ACRELNDIA, 725, 1.77, 1.7, 4.0, 
,2003,9,ASSISBRASIL, 726, 71, 1.5, 1.0, 
,2003,9,BRASILIAEPITACIOLNDIA, 726, 4.65, 0.5, 1.8, 
,2003,9,BRASILIARURAL, 726, 46, 0.5, 1.4, 
,2003,9,CAPIXABA, 726, 64, 0.6, 3.0, 
,2003,9,CRUZEIRODOSUL, 596, 13.59, 1.2, 2.6, 
,2003,9,CRUZEIRODOSULRURAL, 726, 1.19, 2.0, 3.1, 
,2003,9,ACRELNDIA, 725, 1.77, 1.7, 4.0, 
,2003,9,ASSISBRASIL, 726, 71, 1.5, 1.0, 
,2003,9,BRASILIAEPITACIOLNDIA, 726, 4.65, 0.5, 1.8, 
,2003,9,BRASILIARURAL, 726, 46, 0.5, 1.4, 
,2003,9,CAPIXABA, 726, 64, 0.6, 3.0, 
,2003,9,CRUZEIRODOSUL, 596, 13.59, 1.2, 2.6, 
,2003,9,CRUZEIRODOSULRURAL, 726, 1.19, 2.0, 3.1, 
,2003,9,FEIJ, 726, 3.07, 2.3, 4.1, 
,2003,9,ACRELNDIA, 725, 1.77, 1.7, 4.0, 
,2003,9,ASSISBRASIL, 726, 71, 1.5, 1.0, 
,2003,9,BRASILIAEPITACIOLNDIA, 726, 4.65, 0.5, 1.8, 
,2003,9,BRASILIARURAL, 726, 46, 0.5, 1.4, 
,2003,9,CAPIXABA, 726, 64, 0.6, 3.0, 
,2003,9,CRUZEIRODOSUL, 596, 13.59, 1.2, 2.6, 
,2003,9,CRUZEIRODOSULRURAL, 726, 1.19, 2.0, 3.1, 
,2003,9,FEIJ, 726, 3.07, 2.3, 4.1, 
,2003,9,JORDO, 726, 22, 0.8, 1.2, 
,2003,9,ACRELNDIA, 725, 1.77, 1.7, 4.0, 
,2003,9,ASSISBRASIL, 726, 71, 1.5, 1.0, 
,2003,9,BRASILIAEPITACIOLNDIA, 726, 4.65, 0.5, 1.8, 
